Hora,SO2 ,NO ,PM1.0 ,PM2.5 ,O3 ,CO,NO2 
20,3,1,14,7,46,0.1,6
21,3,1,4,9,52,0.1,6
22,3,1,4,9,54,0.1,6
23,3,1,14,11,53,0.1,7
24,3,1,16,11,60,0.1,4
1,3,1,32,10,57,0.1,4
2,3,1,28,8,56,0.1,4
3,3,1,11,5,57,0.1,4
4,3,1,4,5,64,0.1,4
5,3,1,4,11,63,0.1,5
6,3,1,4,13,61,0.1,6
7,3,1,14,9,61,0.1,8
8,3,1,34,11,57,0.1,6
9,3,1,48,6,58,0.1,5
10,3,1,38,6,65,0.1,5
11,3,1,48,10,63,0.1,5
12,3,1,67,6,65,0.1,5
13,3,1,67,13,60,0.1,5
14,3,1,75,14,57,0.1,6
15,3,1,69,8,52,0.1,6
16,3,1,79,13,49,0.1,5
17,3,1,55,11,47,0.1,7
18,3,1,43,12,44,0.1,9
19,3,1,26,10,48,0.1,9
20,3,1,35,18,55,0.1,7
21,3,1,50,11,58,0.1,7
22,3,1,18,13,58,0.1,7
23,3,1,9,11,57,0.1,6
24,3,1,5,6,61,0.1,5
1,3,1,6,17,65,0.1,4
2,3,1,27,12,60,0.1,4
3,3,1,22,6,62,0.1,4
4,3,1,4,9,68,0.1,5
5,3,1,6,11,66,0.1,7
6,3,1,23,14,55,0.1,12
7,3,1,39,11,49,0.1,13
8,3,1,35,11,47,0.1,9
9,3,1,40,12,48,0.1,8
10,3,1,49,12,49,0.1,7
11,3,1,66,12,49,0.1,7
12,3,1,74,14,51,0.1,6
13,3,1,166,18,49,0.1,6
14,3,1,194,20,45,0.1,6
15,3,1,164,17,40,0.1,7
16,3,1,114,15,41,0.1,8
17,3,1,73,11,48,0.1,6
18,3,1,39,8,57,0.1,6
19,3,1,34,10,59,0.1,7
20,3,1,22,13,50,0.1,5
21,3,1,33,8,42,0.1,4
22,3,1,28,10,43,0.1,4
23,3,1,22,8,49,0.1,6
24,3,1,22,8,44,0.1,4
1,3,1,23,8,40,0.1,4
2,3,1,26,8,38,0.1,4
3,3,1,20,8,41,0.1,4
4,3,1,8,6,43,0.1,5
5,3,1,7,10,42,0.1,6
6,3,1,19,9,40,0.1,8
7,3,1,20,8,42,0.1,9
8,3,1,23,11,47,0.1,8
9,3,N,36,10,47,0.1,N
10,3,1,51,13,50,0.1,7
11,3,1,49,11,50,0.1,8
12,3,1,73,17,50,0.1,5
13,3,1,49,8,56,0.1,5
14,3,1,46,11,52,0.1,6
15,3,1,44,11,52,0.1,6
16,3,1,31,7,53,0.1,6
17,3,1,25,8,55,0.1,6
18,3,1,25,15,57,0.1,7
19,3,1,82,20,59,0.1,6
20,3,1,54,15,58,0.1,7
21,3,1,15,14,56,0.1,7
22,3,1,35,12,60,0.1,6
23,3,1,9,10,57,0.1,6
24,3,1,37,15,58,0.1,4
1,3,1,6,11,57,0.1,4
2,3,1,21,14,56,0.1,4
3,3,1,52,14,51,0.1,5
4,3,1,44,14,50,0.1,5
5,3,1,38,13,47,0.1,10
6,3,1,39,14,43,0.1,9
7,3,1,44,13,39,0.1,14
8,3,1,45,15,48,0.1,8
9,3,1,38,12,52,0.1,6
10,3,1,34,17,53,0.1,6
11,3,1,35,14,57,0.1,6
12,3,1,27,12,63,0.1,6
13,3,1,24,13,65,0.1,6
14,3,1,40,11,52,0.1,6
15,3,1,52,13,49,0.1,6
16,3,1,63,20,67,0.1,6
17,3,1,48,15,61,0.1,6
18,3,1,43,15,57,0.1,5
19,3,1,42,15,56,0.1,6
20,3,1,50,16,59,0.1,7
21,3,1,45,15,59,0.1,5
22,3,1,36,13,58,0.1,6
23,3,1,14,6,53,0.1,5
24,3,1,7,15,52,0.1,5
1,3,1,17,11,54,0.1,4
2,3,1,10,17,56,0.1,4
3,3,1,14,11,57,0.1,5
4,3,1,19,15,52,0.1,6
5,3,1,45,11,43,0.1,10
6,3,1,34,16,36,0.1,20
7,3,2,38,16,42,0.1,19
8,3,3,68,16,43,0.1,16
9,3,1,50,15,49,0.1,9
10,3,4,65,18,43,0.1,15
11,3,4,88,19,45,0.1,16
12,3,5,61,19,43,0.1,18
13,3,4,67,19,43,0.1,16
14,3,4,74,20,44,0.1,16
15,3,4,68,20,43,0.1,16
16,3,5,59,19,36,0.1,18
17,3,3,57,18,38,0.1,15
18,3,1,54,17,40,0.1,11
19,3,1,39,18,41,0.1,13
20,3,1,31,16,45,0.1,11
21,3,1,60,19,52,0.1,7
22,3,1,99,17,66,0.1,6
23,3,1,70,32,62,0.1,8
24,3,1,70,22,49,0.1,15
1,3,1,33,11,54,0.1,14
2,3,1,50,22,56,0.1,15
3,3,1,49,20,63,0.1,7
4,3,1,65,29,54,0.1,11
5,3,1,100,35,25,0.1,39
6,3,3,89,17,22,0.1,49
7,3,1,96,25,53,0.1,15
8,3,3,123,20,47,0.1,22
9,3,3,102,21,50,0.1,21
10,6,9,114,32,41,0.1,32
11,5,6,122,27,47,0.1,25
12,3,3,93,20,58,0.1,17
13,3,1,70,21,71,0.1,9
14,3,1,67,20,76,0.1,8
15,3,1,68,21,76,0.1,7
16,3,1,62,18,75,0.1,7
17,3,1,50,16,74,0.1,9
18,3,1,45,14,69,0.1,17
19,4,1,42,20,53,0.1,30
20,3,1,89,33,53,0.1,23
21,3,1,86,15,51,0.1,17
22,3,1,47,22,46,0.1,15
23,3,1,34,15,41,0.1,17
24,3,5,36,18,20,0.1,43
1,3,1,56,22,36,0.1,21
2,3,1,57,20,42,0.1,14
3,3,1,66,19,45,0.1,7
4,3,1,45,15,28,0.1,18
5,3,1,22,13,14,0.1,37
6,3,4,15,14,18,0.1,41
7,4,2,10,15,33,0.1,33
8,3,5,33,16,37,0.1,29
9,4,5,26,13,41,0.1,30
10,3,3,34,15,53,0.1,21
11,3,3,38,16,56,0.1,21
12,3,1,34,14,63,0.1,13
13,3,1,37,13,63,0.1,11
14,3,1,31,12,60,0.1,10
15,3,1,16,8,59,0.1,8
16,3,1,63,25,77,0.1,6
17,3,1,20,9,62,0.1,12
18,3,1,21,25,58,0.1,16
19,3,1,54,20,49,0.1,22
20,3,1,60,25,54,0.1,11
21,3,1,51,15,54,0.1,8
22,3,1,39,15,53,0.1,7
23,3,1,31,13,48,0.1,11
24,3,1,5,22,43,0.1,17
1,3,1,22,27,45,0.1,12
2,3,1,10,13,44,0.1,12
3,3,1,42,25,42,0.1,14
4,3,1,43,16,53,0.1,8
5,3,1,45,16,50,0.1,8
6,3,3,22,11,29,0.1,30
7,3,4,23,16,33,0.1,31
8,3,2,40,19,46,0.1,13
9,3,1,46,19,51,0.1,8
10,3,1,46,18,56,0.1,6
11,3,1,39,15,58,0.1,6
12,3,1,34,15,57,0.1,5
13,3,1,32,16,55,0.1,5
14,3,1,31,16,57,0.1,4
15,3,1,30,18,64,0.1,5
16,3,1,29,15,71,0.1,5
17,3,1,30,17,72,0.1,4
18,3,1,39,18,72,0.1,6
19,3,1,48,16,62,0.1,5
20,3,1,29,17,63,0.1,6
21,3,1,26,17,63,0.1,6
22,3,1,32,17,68,0.1,6
23,3,1,31,14,69,0.1,4
24,3,1,23,13,66,0.1,5
1,3,1,24,15,56,0.1,6
2,3,1,18,15,38,0.1,12
3,3,1,25,15,41,0.1,10
4,3,1,22,14,38,0.1,9
5,3,2,18,15,17,0.1,31
6,3,13,28,20,4,0.2,52
7,3,6,46,16,29,0.2,35
8,3,1,38,17,55,0.1,12
9,3,3,28,18,57,0.1,15
10,3,1,39,19,64,0.1,7
11,3,1,33,18,69,0.1,7
12,3,1,30,15,71,0.1,6
13,3,2,27,17,73,0.1,8
14,3,1,29,17,73,0.1,6
15,3,1,30,15,65,0.1,8
16,3,1,30,18,64,0.1,8
17,3,1,35,18,62,0.1,10
18,3,1,32,18,58,0.1,11
19,3,1,29,17,53,0.1,17
20,3,1,26,19,43,0.1,24
21,3,1,48,22,56,0.1,15
22,3,1,46,15,62,0.1,7
23,3,1,29,15,61,0.1,8
24,3,1,27,15,44,0.1,14
1,3,1,22,16,60,0.1,10
2,3,1,22,14,56,0.1,15
3,3,1,22,16,54,0.1,17
4,3,1,30,17,57,0.1,13
5,3,1,37,18,54,0.1,11
6,3,1,38,14,57,0.1,9
7,3,1,39,15,52,0.1,15
8,3,5,34,19,42,0.1,34
9,3,3,34,20,56,0.1,23
10,3,3,38,19,61,0.1,19
11,3,2,29,11,62,0.1,17
12,3,2,41,23,68,0.1,18
13,3,1,66,24,71,0.1,12
14,3,1,64,20,72,0.1,11
15,3,3,76,27,70,0.1,9
16,3,1,54,17,66,0.1,6
17,3,1,41,18,63,0.1,7
18,3,1,41,20,58,0.1,8
19,3,1,31,22,52,0.1,26
20,3,1,49,20,56,0.1,9
21,3,1,9,10,66,0.1,12
22,3,1,6,20,66,0.1,10
23,3,1,94,52,65,0.1,6
24,3,1,88,8,64,0.1,5
1,3,1,50,14,62,0.1,5
2,3,1,38,13,52,0.1,10
3,3,1,45,18,56,0.1,10
4,3,1,29,16,53,0.1,16
5,3,1,5,6,64,0.1,14
6,3,1,4,14,66,0.1,17
7,3,1,18,13,66,0.1,18
8,3,1,32,15,66,0.1,19
9,4,3,78,15,66,0.1,25
10,4,2,46,7,74,0.1,19
11,4,1,44,15,80,0.1,17
12,3,1,59,11,90,0.1,11
13,3,1,72,11,91,0.1,12
14,3,1,69,13,91,0.1,13
15,3,1,68,13,87,0.1,16
16,3,2,93,22,76,0.1,19
17,3,1,66,12,82,0.1,11
18,3,1,59,8,81,0.1,9
19,3,1,44,11,81,0.1,9
20,3,1,53,16,82,0.1,8
21,3,1,55,15,85,0.1,8
22,3,1,73,15,82,0.1,7
23,3,1,66,15,70,0.1,6
24,3,1,68,14,60,0.1,5
1,3,1,76,13,55,0.1,5
2,3,1,60,9,55,0.1,5
3,3,1,54,8,55,0.1,5
4,3,1,47,13,54,0.1,5
5,3,1,46,14,52,0.1,12
6,3,1,61,14,58,0.1,17
7,3,1,71,20,50,0.1,23
8,3,2,95,17,53,0.1,16
9,3,1,67,17,58,0.1,10
10,3,2,62,17,54,0.1,13
11,3,3,51,18,56,0.1,18
12,3,6,56,19,54,0.1,26
13,3,4,61,23,59,0.1,23
14,3,4,63,22,65,0.1,23
15,3,2,88,27,75,0.1,14
16,3,1,124,26,85,0.1,10
17,3,1,86,26,80,0.2,16
18,3,1,70,29,75,0.2,21
19,3,1,57,20,77,0.2,13
20,3,1,48,27,82,0.2,10
21,3,1,26,24,76,0.1,19
22,3,1,30,26,77,0.2,23
23,3,1,30,23,74,0.1,25
24,3,1,27,20,79,0.1,16
1,3,1,34,22,66,0.1,30
2,3,1,29,22,70,0.1,23
3,3,1,26,20,67,0.1,23
4,3,1,27,21,62,0.1,22
5,3,1,31,22,58,0.1,27
6,3,1,37,22,72,0.1,21
7,3,1,44,22,79,0.1,19
8,3,2,65,24,76,0.1,27
9,3,2,44,26,88,0.1,23
10,3,1,55,29,107,0.1,7
11,3,1,58,28,103,0.2,6
12,3,1,45,25,97,0.1,6
13,3,1,40,24,91,0.1,7
14,3,1,48,27,85,0.1,7
15,3,1,46,26,86,0.1,7
16,3,1,48,25,72,0.1,9
17,3,1,42,20,60,0.1,14
18,3,1,55,34,74,0.2,12
19,3,1,55,19,60,0.2,15
20,3,1,28,23,37,0.1,34
21,3,1,52,32,64,0.2,13
22,3,1,34,19,55,0.1,12
23,3,1,39,24,51,0.1,15
24,3,1,28,20,45,0.2,15
1,3,1,34,26,28,0.2,31
2,3,1,42,19,53,0.1,10
3,3,1,46,28,50,0.1,10
4,3,1,61,21,51,0.1,8
5,3,1,32,20,45,0.1,13
6,3,1,35,24,18,0.2,34
7,3,1,36,21,52,0.1,16
8,3,1,54,22,58,0.1,11
9,3,1,43,26,69,0.1,8
10,3,1,48,21,76,0.1,8
11,3,1,41,21,85,0.1,9
12,3,1,41,23,90,0.1,9
13,3,1,47,20,90,0.1,6
14,3,1,48,20,86,0.1,5
15,3,1,43,22,78,0.1,6
16,3,1,46,20,77,0.1,5
17,3,1,44,22,77,0.1,5
18,3,1,35,22,79,0.2,8
19,3,1,40,25,79,0.2,11
20,3,1,43,26,78,0.2,10
21,3,1,42,25,70,0.2,17
22,3,1,46,32,76,0.2,13
23,3,1,50,22,70,0.2,11
24,3,1,41,29,74,0.2,10
1,3,1,44,28,83,0.2,7
2,3,1,41,27,83,0.2,6
3,3,1,38,27,76,0.2,7
4,3,1,39,28,72,0.2,12
5,3,1,40,26,78,0.2,8
6,3,1,31,23,55,0.2,17
7,3,1,45,29,46,0.2,22
8,3,1,34,21,74,0.2,10
9,3,1,44,28,87,0.2,6
10,3,1,46,22,88,0.2,5
11,3,1,36,21,89,0.2,6
12,3,1,36,21,88,0.2,6
13,3,1,42,22,90,0.1,6
14,3,1,46,21,87,0.1,6
15,3,1,36,18,86,0.1,5
16,3,1,31,20,90,0.1,5
17,3,1,42,21,90,0.1,6
18,3,1,42,22,87,0.1,6
19,3,1,40,20,81,0.1,8
20,3,1,39,21,80,0.1,8
21,3,1,35,18,79,0.1,6
22,3,1,24,16,72,0.1,7
23,3,1,26,19,72,0.1,7
24,3,1,37,19,73,0.1,7
1,3,1,27,15,67,0.1,7
2,3,1,26,17,58,0.1,11
3,3,1,37,18,68,0.1,7
4,3,1,29,15,63,0.1,9
5,3,1,26,17,61,0.1,11
6,3,1,27,16,60,0.1,15
7,3,1,40,20,72,0.1,9
8,3,1,62,25,75,0.1,6
9,3,1,63,18,77,0.1,5
10,3,1,70,22,76,0.1,5
11,3,1,74,17,77,0.1,5
12,3,1,69,19,76,0.1,5
13,3,1,91,19,73,0.1,5
14,3,1,90,21,70,0.1,5
15,3,1,77,20,68,0.1,5
16,3,1,57,19,70,0.1,5
17,3,1,54,18,66,0.1,6
18,3,1,43,18,65,0.1,8
19,3,1,48,23,69,0.1,8
20,3,1,72,27,76,0.1,7
21,3,1,59,21,71,0.1,7
22,3,1,25,18,67,0.1,7
23,3,1,40,20,66,0.1,6
24,3,1,50,29,66,0.1,5
1,3,1,41,15,67,0.1,4
2,3,1,31,25,68,0.1,4
3,3,1,43,22,65,0.1,5
4,3,1,40,16,66,0.1,6
5,3,1,51,27,57,0.1,11
6,3,1,58,20,56,0.1,12
7,3,1,31,18,66,0.1,11
8,3,1,40,22,65,0.1,11
9,3,1,58,23,66,0.1,10
10,3,1,64,22,69,0.1,9
11,3,1,43,18,69,0.1,11
12,3,1,67,32,71,0.1,8
13,3,1,67,22,70,0.1,6
14,3,1,33,13,69,0.1,9
15,3,1,43,21,67,0.1,8
16,3,1,46,20,66,0.1,7
17,3,1,70,30,75,0.1,6
18,3,1,65,22,73,0.1,7
19,3,1,46,18,70,0.1,7
20,3,1,17,18,62,0.1,8
21,3,1,22,19,64,0.1,7
22,3,1,30,22,64,0.1,8
23,3,1,32,21,64,0.1,7
24,3,1,29,20,68,0.1,6
1,3,1,30,21,67,0.1,8
2,3,1,34,22,60,0.1,14
3,3,1,36,20,63,0.1,10
4,3,1,36,20,58,0.1,7
5,3,1,54,27,41,0.1,20
6,3,1,73,28,40,0.1,28
7,3,1,78,27,56,0.1,18
8,3,1,68,27,65,0.1,12
9,3,2,57,25,62,0.1,17
10,3,2,57,23,67,0.1,14
11,3,1,50,20,70,0.1,12
12,3,1,52,22,76,0.1,8
13,3,1,58,26,77,0.1,8
14,3,1,73,20,81,0.1,8
15,3,1,27,13,67,0.1,12
16,3,1,50,24,66,0.1,12
17,3,1,38,17,65,0.1,10
18,3,1,27,13,52,0.1,21
19,3,1,47,23,56,0.1,19
20,3,1,61,29,66,0.1,11
21,3,1,60,18,67,0.1,6
22,3,1,18,13,46,0.1,18
23,3,1,11,14,28,0.1,37
24,3,1,14,13,35,0.1,25
1,3,1,14,12,32,0.1,25
2,3,1,14,13,29,0.1,23
3,3,1,18,13,32,0.1,19
4,3,1,15,14,17,0.1,29
5,3,1,50,20,16,0.1,32
6,3,4,75,18,11,0.1,43
7,3,3,38,14,26,0.1,27
8,3,2,26,13,39,0.1,15
9,3,6,28,16,34,0.1,21
10,3,2,34,13,43,0.1,11
11,3,1,26,9,40,0.1,8
12,3,1,42,16,48,0.1,9
13,3,1,21,6,36,0.1,8
14,3,2,27,12,37,0.1,9
15,3,2,27,12,33,0.1,10
16,3,1,34,16,44,0.1,11
17,3,2,34,14,37,0.1,15
18,3,3,31,15,28,0.1,22
19,3,1,27,15,28,0.1,25
20,3,1,21,14,29,0.1,17
21,3,1,22,15,25,0.1,16
22,3,1,18,11,30,0.1,9
23,3,1,16,13,29,0.1,10
24,3,1,22,13,30,0.1,9
1,3,1,15,11,34,0.1,6
2,3,1,15,13,35,0.1,5
3,3,1,21,13,35,0.1,5
4,3,1,13,11,35,0.1,7
5,3,1,18,15,22,0.1,16
6,3,10,30,18,7,0.1,36
7,3,3,50,18,24,0.1,20
8,3,2,42,10,35,0.1,9
9,3,6,30,14,31,0.1,16
10,3,3,32,11,37,0.1,11
11,3,3,44,13,36,0.1,10
12,3,3,40,12,37,0.1,11
13,3,3,43,13,38,0.1,10
14,3,1,64,24,60,0.1,7
15,3,1,30,8,44,0.1,9
16,3,2,23,13,37,0.1,10
17,3,2,23,8,31,0.1,10
18,3,2,15,9,25,0.1,15
19,3,1,13,10,22,0.1,17
20,3,1,6,7,27,0.1,10
21,3,1,17,13,29,0.1,9
22,3,1,7,8,30,0.1,7
23,3,1,11,11,29,0.1,8
24,3,1,10,6,30,0.1,8
1,3,1,10,8,29,0.1,7
2,3,1,6,6,30,0.1,7
3,3,1,7,8,30,0.1,7
4,3,1,10,10,26,0.1,13
5,3,1,10,11,34,0.1,6
6,3,1,18,12,26,0.1,14
7,3,2,21,13,27,0.1,13
8,3,4,22,11,27,0.1,14
9,3,5,34,15,28,0.1,14
10,3,2,37,14,33,0.1,8
11,3,3,38,14,32,0.1,10
12,3,1,51,15,34,0.1,6
13,3,1,63,13,34,0.1,6
14,3,1,76,13,31,0.1,7
15,3,2,59,13,27,0.1,8
16,3,2,56,12,27,0.1,8
17,3,3,43,10,23,0.1,10
18,3,1,28,10,21,0.1,10
19,3,1,16,9,24,0.1,7
20,3,1,15,11,25,0.1,7
21,3,1,16,10,24,0.1,5
22,3,1,18,9,21,0.1,9
23,3,1,19,11,18,0.1,12
24,3,1,13,6,21,0.1,11
1,3,1,14,13,20,0.1,12
2,3,1,11,6,24,0.1,8
3,3,1,6,6,23,0.1,9
4,3,1,6,9,26,0.1,6
5,3,1,19,12,24,0.1,8
6,3,1,17,11,24,0.1,8
7,3,1,18,10,26,0.1,8
8,3,1,14,9,25,0.1,11
9,3,2,18,11,23,0.1,17
10,3,3,17,10,26,0.1,16
11,3,2,26,15,37,0.1,11
12,3,1,25,13,49,0.1,6
13,3,1,30,11,43,0.1,10
14,3,1,17,13,46,0.1,9
15,3,1,22,15,49,0.1,9
16,3,1,21,13,50,0.1,10
17,3,1,23,14,51,0.1,8
18,3,1,20,12,54,0.1,8
19,3,1,18,14,48,0.1,14
20,3,1,17,12,45,0.1,16
21,3,1,18,15,43,0.1,16
22,3,1,23,15,52,0.1,7
23,3,1,20,12,51,0.1,9
24,3,1,16,11,41,0.1,15
1,3,1,20,15,35,0.1,19
2,3,1,25,13,35,0.1,15
3,3,1,24,11,41,0.1,12
4,3,1,23,13,41,0.1,13
5,3,1,38,15,49,0.1,8
6,3,1,30,12,40,0.1,16
7,3,2,31,14,31,0.1,23
8,3,5,42,22,30,0.1,21
9,3,4,39,15,47,0.1,17
10,3,2,31,14,56,0.1,10
11,3,1,33,14,59,0.1,8
12,3,1,25,11,57,0.1,6
13,3,1,25,14,58,0.1,7
14,3,1,26,9,56,0.1,9
15,3,1,45,21,59,0.1,9
16,3,2,10,8,56,0.1,13
17,3,1,62,41,56,0.1,9
18,3,1,55,13,52,0.1,6
19,3,1,34,13,54,0.1,6
20,3,1,41,16,48,0.1,8
21,3,1,34,15,48,0.1,8
22,3,1,8,8,37,0.1,22
23,3,1,4,11,38,0.1,25
24,3,1,18,17,33,0.1,27
1,3,1,26,9,36,0.1,24
2,3,1,5,6,34,0.1,23
3,3,1,6,11,26,0.1,24
4,3,1,16,11,17,0.1,30
5,3,6,26,16,5,0.2,35
6,3,9,33,13,4,0.1,44
7,3,14,66,18,11,0.1,45
8,3,12,36,9,29,0.1,39
9,3,7,28,13,43,0.1,27
10,3,4,64,22,49,0.1,18
11,3,2,38,11,57,0.1,13
12,3,1,24,11,60,0.1,9
13,3,2,24,10,54,0.1,10
14,3,3,22,9,51,0.1,14
15,3,1,45,20,76,0.1,9
16,3,1,38,15,85,0.1,6
17,3,1,25,10,88,0.1,6
18,3,1,25,16,86,0.1,8
19,3,1,42,16,82,0.1,8
20,3,1,23,11,67,0.1,12
21,3,1,11,10,39,0.1,24
22,3,1,27,18,46,0.1,19
23,3,1,38,12,51,0.1,14
24,3,1,43,11,56,0.1,8
1,3,1,28,9,50,0.1,8
2,3,1,N,8,37,0.1,16
3,3,1,N,11,32,0.1,24
4,3,1,N,8,46,0.1,8
5,3,1,N,9,41,0.1,16
6,3,1,N,11,30,0.1,26
7,3,1,N,16,40,0.1,19
8,3,1,N,13,53,0.1,10
9,3,1,N,15,55,0.1,10
10,3,3,N,8,52,0.1,16
11,3,3,N,10,55,0.1,14
12,3,1,N,12,62,0.1,10
13,3,1,N,17,65,0.1,8
14,3,1,N,8,59,0.1,9
15,3,1,N,14,59,0.1,9
16,3,1,N,15,68,0.1,6
17,3,1,N,13,65,0.1,9
18,3,1,N,13,72,0.1,9
19,3,1,N,15,69,0.1,11
20,3,1,N,7,50,0.1,17
21,3,1,N,9,47,0.1,11
22,3,1,N,20,58,0.1,8
23,3,1,N,8,57,0.1,6
24,3,1,N,8,46,0.1,10
1,3,1,N,13,39,0.1,12
2,3,1,N,11,43,0.1,11
3,3,1,N,9,38,0.1,11
4,3,1,N,11,34,0.1,16
5,3,1,N,14,41,0.1,14
6,3,3,N,13,15,0.1,36
7,3,6,N,15,21,0.1,35
8,3,2,N,12,48,0.1,11
9,3,4,N,15,54,0.1,10
10,3,1,43,11,56,0.1,7
11,3,1,38,10,58,0.1,6
12,3,1,30,16,65,0.1,6
13,3,1,23,11,68,0.1,6
14,3,1,28,9,55,0.1,7
15,3,1,38,16,68,0.1,5
16,3,1,30,14,68,0.1,5
17,3,1,22,13,63,0.1,6
18,3,1,18,6,56,0.1,5
19,3,1,21,9,42,0.1,7
20,3,1,23,13,49,0.1,7
21,3,1,22,15,54,0.1,6
22,3,1,14,15,52,0.1,6
23,3,1,13,10,55,0.1,5
24,3,1,14,8,60,0.1,4
1,3,1,14,12,59,0.1,5
2,3,1,13,6,57,0.1,8
3,3,1,11,7,61,0.1,4
4,3,1,13,8,60,0.1,5
5,3,1,13,8,54,0.1,8
6,3,1,16,11,44,0.1,15
7,3,2,22,9,39,0.1,17
8,3,1,21,6,52,0.1,8
9,3,1,21,11,54,0.1,9
10,3,1,23,11,56,0.1,5
11,3,1,23,10,55,0.1,5
12,3,1,23,9,53,0.1,6
13,3,1,22,6,51,0.1,5
14,3,1,25,7,51,0.1,6
15,3,1,27,11,48,0.1,6
16,3,1,27,8,44,0.1,8
17,3,1,26,6,44,0.1,9
18,3,1,24,10,45,0.1,7
19,3,1,21,8,45,0.1,8
20,3,1,18,9,49,0.1,6
21,3,1,16,11,52,0.1,5
22,3,1,17,10,51,0.1,5
23,3,1,17,13,52,0.1,5
24,3,1,17,10,52,0.1,5
1,3,1,15,11,44,0.1,14
2,3,1,14,8,50,0.1,12
3,3,1,14,10,56,0.1,4
4,3,1,14,11,55,0.1,4
5,3,1,14,13,54,0.1,6
6,3,1,16,17,47,0.1,10
7,3,1,18,13,51,0.1,9
8,3,1,20,15,52,0.1,10
9,3,3,24,13,48,0.1,17
10,3,1,25,15,55,0.1,10
11,3,1,25,13,57,0.1,7
12,3,1,22,15,58,0.1,5
13,3,1,18,13,54,0.1,9
14,3,1,26,15,54,0.1,10
15,3,1,21,16,53,0.1,9
16,3,1,22,13,49,0.1,10
17,3,1,29,14,48,0.1,9
18,3,1,24,15,50,0.1,6
19,3,1,22,14,50,0.1,8
20,3,1,21,13,52,0.1,9
21,3,1,17,14,54,0.1,7
22,3,1,21,14,53,0.1,6
23,3,1,18,15,55,0.1,6
24,3,1,16,13,54,0.1,8
1,3,1,19,13,52,0.1,10
2,3,1,20,11,53,0.1,7
3,3,1,18,15,54,0.1,6
4,3,1,20,10,50,0.1,7
5,3,1,29,27,45,0.1,10
6,3,1,34,22,40,0.1,11
7,3,2,29,13,28,0.1,30
8,3,1,42,32,36,0.1,18
9,3,3,38,22,33,0.1,24
10,3,4,31,19,43,0.1,19
11,3,1,25,17,57,0.1,8
12,3,1,19,15,58,0.1,5
13,3,1,26,14,59,0.1,5
14,3,1,24,15,57,0.1,7
15,3,1,27,24,66,0.1,8
16,3,1,31,20,69,0.1,5
17,3,1,29,18,63,0.1,5
18,3,1,28,14,64,0.1,7
19,3,1,25,14,33,0.1,29
20,3,1,25,13,35,0.1,24
21,3,1,24,10,47,0.1,13
22,3,1,32,30,54,0.1,8
23,3,1,41,13,50,0.1,9
24,3,1,39,27,51,0.1,10
1,3,1,34,16,45,0.1,13
2,3,1,26,14,41,0.1,18
3,3,1,27,18,39,0.1,20
4,3,1,26,15,44,0.1,20
5,3,1,25,16,42,0.1,19
6,3,1,34,11,33,0.1,29
7,3,15,52,31,10,0.2,57
8,3,7,52,25,30,0.1,32
9,3,4,39,21,42,0.1,19
10,3,8,40,20,37,0.1,29
11,3,4,44,20,50,0.1,18
12,3,4,46,18,51,0.1,17
13,3,4,41,19,50,0.1,20
14,3,4,37,14,51,0.1,21
15,3,2,42,29,65,0.1,14
16,3,1,41,20,67,0.1,6
17,3,1,37,18,64,0.1,7
18,3,1,28,7,46,0.1,19
19,3,1,28,14,46,0.1,19
20,3,1,31,23,41,0.1,23
21,3,1,34,24,28,0.1,36
22,3,1,27,6,60,0.1,9
23,3,1,30,15,64,0.1,5
24,3,1,36,18,62,0.1,5
1,3,1,42,22,62,0.1,4
2,3,1,43,33,52,0.1,8
3,3,1,35,16,44,0.1,14
4,3,1,22,4,54,0.1,13
5,3,1,58,16,58,0.1,10
6,3,1,109,27,41,0.1,26
7,3,5,88,30,24,0.1,41
8,3,4,46,14,42,0.1,25
9,4,7,46,12,42,0.1,30
10,3,3,55,15,53,0.1,18
11,4,6,56,15,48,0.1,25
12,4,4,55,17,53,0.1,21
13,5,3,59,13,55,0.1,19
14,4,2,70,7,60,0.1,13
15,3,1,84,16,69,0.1,8
16,3,1,110,19,74,0.1,7
17,3,1,106,19,68,0.1,7
18,3,1,74,15,53,0.1,7
19,3,1,74,7,45,0.1,7
20,3,1,42,10,56,0.1,7
21,3,1,38,20,54,0.1,6
22,3,1,40,13,56,0.1,5
23,3,1,34,8,59,0.1,5
24,3,1,41,13,61,0.1,4
1,3,1,44,12,60,0.1,4
2,3,1,36,11,59,0.1,4
3,3,1,26,8,57,0.1,5
4,3,1,18,6,57,0.1,6
5,5,1,28,38,50,0.2,16
6,5,1,61,60,42,0.3,25
7,3,1,53,34,44,0.2,14
8,3,1,32,6,52,0.1,9
9,3,1,28,11,57,0.1,7
10,3,1,36,12,62,0.1,7
11,3,1,54,19,61,0.1,11
12,3,1,62,9,62,0.1,8
13,3,1,63,13,59,0.1,7
14,3,2,61,20,45,0.1,10
15,3,2,46,13,41,0.1,11
16,3,3,34,11,38,0.1,13
17,3,2,26,10,38,0.1,13
18,3,1,28,9,43,0.1,8
19,3,1,26,11,48,0.1,7
20,3,1,24,11,56,0.1,6
21,3,1,20,8,55,0.1,5
22,3,1,20,11,48,0.1,4
23,3,1,16,7,49,0.1,4
24,3,1,15,7,52,0.1,4
1,3,1,10,6,55,0.1,4
2,3,1,10,6,60,0.1,4
